,Number,Name,Department,Functional_Group,Sp_Area_Designed,Area_Briefed,Area Dif
2783141,01.04.04.002,STAFF COMMON ROOM CUM PANTRY,01 - GENERIC INPATIENT WARD,01.04.04 - STAFF AREA,16.68,25.00,8.32
4534247,01.04.05.001,RECEPTION,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,5.02,5.00,-0.02
2783145,01.04.05.002,GOWN DOWN,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,7.88,5.00,-2.88
4534268,01.04.05.003,ADMISSION,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,12.05,12.00,-0.05
4534265,01.04.05.004,INTERVIEW ROOM,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,9.93,10.00,0.07
4534238,01.04.05.005,DAY ROOM,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,16.51,15.00,-1.51
2783132,01.04.05.006,OFFICE (MO),01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,16.31,15.00,-1.31
2783135,01.04.05.007,OFFICE (SMO),01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,10.98,8.00,-2.98
2783138,01.04.05.008,OFFICE (APN/NO),01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,11.67,12.00,0.33
4534298,01.04.05.011,DAY ROOM,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,16.51,0.00,-16.51
4534235,01.04.05.012,INFORMAL LOUNGE,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,13.97,0.00,-13.97
4534466,01.04.05.013,INFORMAL LOUNGE,01 - GENERIC INPATIENT WARD,01.04.05 - WARD BASED FACILITIES,13.97,0.00,-13.97
4500442,01.29.01.007,ENSUITE WC / SHOWER FOR 4-BED ROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500453,01.29.01.008,ENSUITE WC / SHOWER FOR 4-BED ROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500464,01.29.01.009,ENSUITE WC / SHOWER FOR 4-BED ROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500475,01.29.01.010,ENSUITE WC / SHOWER FOR 4-BED ROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500520,01.29.01.017,ENSUITE WC / SHOWER FOR 2-BED,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500531,01.29.01.018,ENSUITE WC / SHOWER FOR 2-BED,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500576,01.29.01.021,1-BED ISOLATION,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,16.34,15.00,-1.34
4500588,01.29.01.022,1-BED ISOLATION,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,17.65,15.00,-2.65
4500553,01.29.01.023,ENSUITE WC / SHOWER FOR 1-BED,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500582,01.29.01.024,ENSUITE WC / SHOWER FOR 1-BED,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.57,0.00,-4.57
4500550,01.29.01.025,ANTEROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.96,5.00,0.04
4500579,01.29.01.026,ANTEROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.96,5.00,0.04
4511346,01.29.01.028,CLIENT WC (M / F / DISABLED),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,6.62,5.00,-1.62
4500646,01.29.01.029,NURSE STATION (SATELLITE),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,7.01,5.00,-2.01
4500613,01.29.01.030,NURSE STATION (SATELLITE) FOR SINGLE & 2-BED,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,3.02,3.00,-0.02
4500616,01.29.01.031,NURSE STATION (SATELLITE) FOR SINGLE & 2-BED,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,2.99,3.00,0.01
4500619,01.29.01.032,NURSE STATION (SATELLITE) FOR SINGLE & 2-BED,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,2.40,3.00,0.60
4500658,01.29.01.033,STORE (SATELLITE),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,4.69,5.00,0.31
4512285,01.29.01.034,STORE (SATELLITE),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,5.90,5.00,-0.90
4512050,01.29.01.035,STORE (SATELLITE),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,5.50,5.00,-0.50
4500631,01.29.01.036,ALCOVE (TROLLEY),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,1.05,1.00,-0.05
4500628,01.29.01.037,ALCOVE (TROLLEY),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,1.05,1.00,-0.05
4509489,01.29.01.038,ALCOVE (TROLLEY),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,1.16,1.00,-0.16
4500625,01.29.01.039,ALCOVE (STRETCHER & WHEELCHAIR),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,1.05,1.00,-0.05
4500622,01.29.01.040,ALCOVE (STRETCHER & WHEELCHAIR),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,1.05,1.00,-0.05
4509486,01.29.01.041,ALCOVE (STRETCHER & WHEELCHAIR),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,3.01,1.00,-2.01
4509483,01.29.01.042,ALCOVE (STRETCHER & WHEELCHAIR),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,1.16,1.00,-0.16
4500693,01.29.01.043,DIRTY UTILITY,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,10.05,10.00,-0.05
4500655,01.29.01.044,CLEANER'S ROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,2.98,3.00,0.02
4500702,01.29.01.045,STORE (LINEN),01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,9.96,10.00,0.04
4500649,01.29.01.046,ASSISTED BATH,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,12.01,0.00,-12.01
4500634,01.29.01.047,TREATMENT ROOM,01 - IN-PATIENT WARD,01.29.01 - PATIENT AREA,16.34,15.00,-1.34
4500598,01.29.02.001,RECEPTION,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,5.02,5.00,-0.02
4511024,01.29.02.002,GOWN DOWN,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,4.97,5.00,0.03
4500652,01.29.02.003,BREAST FEEDING ROOM,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,9.69,10.00,0.31
4500643,01.29.02.004,CONSULTATION ROOM,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,16.34,15.00,-1.34
4500607,01.29.02.005,ADMISSION,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,12.01,12.00,-0.01
4500610,01.29.02.006,INTERVIEW ROOM,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,10.74,10.00,-0.74
4500601,01.29.02.007,DAY ROOM CUM PLAY AREA,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,33.38,20.00,-13.38
4500604,01.29.02.008,NURSE STATION (CENTRAL),01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,10.55,10.00,-0.55
4511137,01.29.02.009,OFFICE (WM/NO),01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,12.00,12.00,0.00
4511984,01.29.02.010,STORE (MEDICATION) / MEDICATION ROOM,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,10.17,10.00,-0.17
4500705,01.29.02.011,STORE (EQUIPMENT),01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,9.55,10.00,0.45
4510677,01.29.02.012,STORE (PPE / CONSUMABLES),01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,9.05,8.00,-1.05
4500708,01.29.02.013,DOCTOR WORKROOM / MEDICAL RECORD HOLDING,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,9.55,10.00,0.45
4500669,01.29.02.014,ALCOVE (MEAL TROLLEY),01 - INPATIENT WARD,01.29.02 - WARD BASED FACILITIES,2.37,2.00,-0.37
4510962,01.29.02.014,ALCOVE (MEAL TROLLEY),01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,2.30,2.00,-0.30
4510615,01.29.02.015,PATIENT MEAL PREPARATION ROOM,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,9.05,9.00,-0.05
4500696,01.29.02.016,REFUSE,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,10.05,10.00,-0.05
4500699,01.29.02.017,SOILED LINEN,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,10.25,10.00,-0.25
4511785,01.29.02.020,STAFF COMMON ROOM CUM PANTRY,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,12.00,15.00,3.00
4509533,01.29.02.021,MO CALL ROOM,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,7.12,7.00,-0.12
4509520,01.29.02.022,ENSUITE WC / SHOWER FOR MO CALL ROOM,01 - IN-PATIENT WARD,01.29.02 - WARD BASED FACILITIES,4.57,0.00,-4.57
3867585,02.03.00.010,MEAL TROLLEY ALCOVES,02 - EMERGENCY WARD,,2.00,2.00,0.00
3867810,02.03.00.011,MEAL TROLLEY ALCOVES,02 - EMERGENCY WARD,,2.02,2.00,-0.02
3867333,02.03.00.012,PATIENT MEAL PREPARATION ROOM (WARD PANTRY),02 - EMERGENCY WARD,,10.19,9.00,-1.19
3867467,02.03.00.013,PATIENT MEAL PREPARATION ROOM (WARD PANTRY),02 - EMERGENCY WARD,,9.12,9.00,-0.12
2785746,02.03.00.014,MULTIPURPOSE,02 - EMERGENCY WARD,,20.00,20.00,0.00
2521078,02.03.00.015,REFUSE,02 - EMERGENCY WARD,,15.09,15.00,-0.09
2521057,02.03.00.016,SOILED LINEN,02 - EMERGENCY WARD,,15.00,15.00,0.00
2496146,02.04.00.001,OFFICE (WM/NO),02 - EMERGENCY WARD,,12.47,12.00,-0.47
2496161,02.04.00.002,STAFF WC (M),02 - EMERGENCY WARD,,2.57,0.00,-2.57
2496167,02.04.00.003,STAFF WC (F),02 - EMERGENCY WARD,,2.57,0.00,-2.57
2496149,02.04.00.004,STAFF COMMON ROOM / PANTRY,02 - EMERGENCY WARD,,20.72,25.00,4.28
2521038,02.05.00.001,RECEPTION / CLERICAL,02 - EMERGENCY WARD,,4.99,5.00,0.01
2496155,02.05.00.002,GOWN DOWN,02 - EMERGENCY WARD,,5.62,5.00,-0.62
2521053,02.05.00.003,ADMISSION,02 - EMERGENCY WARD,,11.98,12.00,0.02
2521041,02.05.00.004,INTERVIEW ROOM,02 - EMERGENCY WARD,,10.38,10.00,-0.38
2521063,02.05.00.005,INTERVIEW ROOM,02 - EMERGENCY WARD,,9.55,10.00,0.45
2495099,02.05.00.006,DAY ROOM,02 - EMERGENCY WARD,,15.54,20.00,4.46
2496151,02.05.00.007,OFFICE (MO),02 - EMERGENCY WARD,,19.94,15.00,-4.94
2496158,02.05.00.008,OFFICE (SMO),02 - EMERGENCY WARD,,8.84,0.00,-8.84
2496173,02.05.00.009,DUTY ROOM (APN/NO),02 - EMERGENCY WARD,,12.42,12.00,-0.42
3864884,02.05.00.010,MO CALL ROOM,02 - EMERGENCY WARD,,7.37,7.00,-0.37
2507805,03.01.01.001,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.17,22.00,0.83
2507796,03.01.01.002,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.24,22.00,0.76
2507793,03.01.01.003,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.21,22.00,0.79
2507754,03.01.01.004,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.11,22.00,0.89
2507763,03.01.01.005,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,20.93,22.00,1.07
2522114,03.01.01.006,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,20.66,22.00,1.34
2507751,03.01.01.007,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,20.89,22.00,1.11
2506689,03.01.01.008,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.19,22.00,0.81
2506681,03.01.01.009,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.90,22.00,0.10
2419384,03.01.01.010,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.64,22.00,0.36
2507769,03.01.01.011,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.36,22.00,0.64
2507772,03.01.01.012,ISOLATION (NEGATIVE PRESSURE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,21.63,22.00,0.37
2507757,03.01.01.013,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.81,5.00,-3.81
2507760,03.01.01.014,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.82,5.00,-3.82
2507784,03.01.01.015,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,6.12,5.00,-1.12
2507775,03.01.01.016,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,6.40,5.00,-1.40
2507748,03.01.01.017,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.59,5.00,-3.59
2522295,03.01.01.018,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.58,5.00,-3.58
2070036,03.01.01.019,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,5.72,5.00,-0.72
2507781,03.01.01.020,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,5.87,5.00,-0.87
2507790,03.01.01.021,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.80,5.00,-3.80
2507787,03.01.01.022,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.73,5.00,-3.73
2507799,03.01.01.023,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.73,5.00,-3.73
2507802,03.01.01.024,ANTEROOM FOR ISOLATION (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,8.73,5.00,-3.73
2428356,03.01.01.025,NURSE STATION (SATELLITE) (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,4.97,5.00,0.03
2506586,03.01.01.026,NURSE STATION (SATELLITE) (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,5.04,5.00,-0.04
1919576,03.01.01.027,STAFF WC & SHOWER (M & F),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,11.03,5.00,-6.03
3826585,03.01.01.028,CLIENT WC (M / F / DISABLED),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,7.51,5.00,-2.51
2506597,03.01.01.029,NURSE STATION (SATELLITE) (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,5.05,5.00,-0.05
2506594,03.01.01.030,NURSE STATION (SATELLITE) (NEGATIVE PRESSURE ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.01 - ISOLATION BED AREA,4.98,5.00,0.02
2506559,03.01.02.001,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,21.38,20.00,-1.38
2506562,03.01.02.002,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,21.75,20.00,-1.75
2506550,03.01.02.003,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,20.88,20.00,-0.88
2506553,03.01.02.004,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,20.89,20.00,-0.89
2506523,03.01.02.005,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,20.93,20.00,-0.93
2506526,03.01.02.006,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,20.89,20.00,-0.89
2497709,03.01.02.007,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,17.56,20.00,2.44
2506519,03.01.02.008,SINGLE ROOM (CONTACT ISOLATION),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,23.57,20.00,-3.57
2528257,03.01.02.009,NURSE STATION (SATELLITE) FOR SINGLE ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,8.69,5.00,-3.69
2528195,03.01.02.010,NURSE STATION (SATELLITE) FOR SINGLE ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,10.74,5.00,-5.74
2723308,03.01.02.011,NURSE STATION (SATELLITE) FOR SINGLE ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,8.46,5.00,-3.46
2070030,03.01.02.012,NURSE STATION (SATELLITE) FOR SINGLE ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.02 - SINGLE ROOM AREA,7.39,5.00,-2.39
2724245,03.01.03.001,2-ICU-BED CUBICLE,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.03 - OPEN BAY AREA,40.00,40.00,0.00
2724602,03.01.03.002,2-ICU-BED CUBICLE,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.03 - OPEN BAY AREA,40.00,40.00,0.00
2724691,03.01.03.003,2-ICU-BED CUBICLE,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.03 - OPEN BAY AREA,40.00,40.00,0.00
2724679,03.01.03.004,2-ICU-BED CUBICLE,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.03 - OPEN BAY AREA,40.00,40.00,0.00
2436607,03.01.03.005,NURSE STATION (SATELLITE) FOR 2-BED CUBICLE,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.03 - OPEN BAY AREA,20.11,5.00,-15.11
2036790,03.01.04.001,SPECIALIZED PROCEDURE ROOM WITH MOBILE C-ARM SYSTEM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.04 - SPECIAL PROCEDURE AREA,45.33,45.00,-0.33
1914285,03.01.04.002,SPECIALIZED PROCEDURE ROOM WITH MOBILE C-ARM SYSTEM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.04 - SPECIAL PROCEDURE AREA,45.91,45.00,-0.91
2527435,03.01.05.001,NURSE STATION (CENTRAL),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,20.01,20.00,-0.01
2568539,03.01.05.002,NURSE STATION (CENTRAL),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,19.98,20.00,0.02
2424096,03.01.05.003,DOCTOR WORKROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,9.96,10.00,0.04
2532340,03.01.05.004,DOCTOR WORKROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,25.25,10.00,-15.25
1914584,03.01.05.005,INTERVIEW ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,10.60,10.00,-0.60
2440609,03.01.05.006,INTERVIEW ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,10.53,10.00,-0.53
2554317,03.01.05.007,STAFF WC (M),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,5.06,0.00,-5.06
2090184,03.01.05.008,STAFF WC (M),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,7.30,0.00,-7.30
2549827,03.01.05.009,STAFF WC (F),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,5.08,0.00,-5.08
2090187,03.01.05.010,STAFF WC (F),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,7.31,0.00,-7.31
1914512,03.01.05.011,GOWN UP,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,5.81,5.00,-0.81
1914528,03.01.05.012,GOWN UP,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,5.09,5.00,-0.09
1914520,03.01.05.013,GOWN DOWN,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,5.93,5.00,-0.93
1914531,03.01.05.014,GOWN DOWN,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,5.09,5.00,-0.09
1894117,03.01.05.015,LABORATORY,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,9.91,10.00,0.09
1914472,03.01.05.016,MEDICATION ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,20.25,20.00,-0.25
1914486,03.01.05.017,MEDICATION ROOM,"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,23.78,20.00,-3.78
1926072,03.01.05.018,ALCOVE (TROLLEY),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,25.04,25.00,-0.04
3858121,03.01.05.019,ALCOVE (STRETCHER & WHEELCHAIR),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,6.83,3.00,-3.83
3858124,03.01.05.020,ALCOVE (MEAL TROLLEY),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,5.65,2.00,-3.65
1919456,03.01.05.021,ALCOVE (EMERGENCY MOBILE GAS MOBILE SYSTEMS),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,7.38,2.00,-5.38
1919470,03.01.05.022,ALCOVE (ULTRASOUND  MACHINE),"03 - INTENSIVE CARE UNIT, HIGH DEPENDENCY UNIT & BURN FACILITIES",03.01.05 - SUPPORT AREA,7.42,3.00,-4.42
